sample_id,source_inventory,latitude,longitude,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,sentinel1_sar_vv_db,sentinel1_sar_vh_db,sentinel1_polarimetric_ratio_vh_vv,sentinel1_interferometric_coherence,sentinel2_ndvi,sentinel2_ndwi,sentinel2_bsi,nasa_lhasa_nowcast_score,nasa_lhasa_antecedent_rainfall_index,nasa_lhasa_susceptibility_category,split
APDA-V2-NEG-0594,Spatial Negative Buffer Control,25.17095,92.19542,0,1115.0,16.0,89.8,-0.00746,0.02009,5.67,9.88,30.28,53.36,1.65,0.246,0.226,0.539,-14.47,-25.23,-10.75,0.583,0.877,0.054,0.092,0.059,29.22,1.0,train
APDA-V2-POS-0408,NASA COOLR (Verified Event),24.8315,92.79672,1,1169.8,28.05,146.7,-0.0301,0.08411,6.03,35.0,148.37,378.89,12.58,0.339,0.311,0.68,-11.83,-20.22,-8.39,0.42,0.48,0.65,0.183,0.909,320.88,5.0,train
APDA-V2-NEG-0678,Spatial Negative Buffer Control,25.33318,91.66692,0,1763.9,7.62,130.4,-0.01577,0.00149,6.29,7.12,9.4,17.12,1.19,0.184,0.169,0.373,-12.33,-24.57,-12.24,0.677,0.775,0.015,-0.098,0.124,6.97,1.0,train
APDA-V2-NEG-0575,Spatial Negative Buffer Control,25.29483,93.59149,0,1401.8,2.44,83.3,-0.0015,0.00423,7.38,21.03,43.46,54.33,3.5,0.067,0.061,0.146,-14.52,-18.25,-3.73,0.702,0.88,0.059,-0.152,0.252,34.06,2.0,train
APDA-V2-NEG-0699,Spatial Negative Buffer Control,25.37175,92.01763,0,1228.0,16.0,237.2,0.00174,0.00496,5.07,23.88,30.38,39.6,3.98,0.033,0.031,0.074,-11.45,-21.89,-10.44,0.714,0.803,0.066,-0.113,0.181,22.08,2.0,train
APDA-V2-NEG-0329,Spatial Negative Buffer Control,26.83741,87.94973,0,1900.7,11.64,66.8,0.00373,0.00175,5.68,3.97,20.43,28.43,0.66,0.099,0.091,0.218,-15.5,-17.66,-2.16,0.92,0.88,-0.124,-0.12,0.327,13.34,1.0,train
APDA-V2-NEG-0221,Spatial Negative Buffer Control,25.78401,93.68248,0,1538.7,16.0,119.8,-0.01487,0.00875,6.26,25.44,26.82,33.38,4.24,0.073,0.068,0.158,-11.62,-21.04,-9.41,0.742,0.88,-0.128,-0.066,0.421,15.81,1.0,train
APDA-V2-POS-0410,NASA COOLR (Verified Event),26.01491,93.41852,1,1154.1,33.41,210.2,0.00293,0.02802,5.83,86.34,137.18,308.95,14.11,0.449,0.415,0.909,-8.33,-11.83,-3.51,0.349,0.254,0.65,0.51,0.906,282.98,5.0,train
APDA-V2-POS-0308,NASA COOLR (Verified Event),27.18256,88.35686,1,2301.4,26.96,154.7,-0.04676,0.07389,5.78,110.68,270.66,334.54,24.9,0.352,0.319,0.68,-10.52,-18.3,-7.78,0.104,0.297,0.544,0.58,0.862,256.21,4.0,train
APDA-V2-NEG-0180,Spatial Negative Buffer Control,27.96499,88.36717,0,1880.8,3.45,252.3,0.00683,0.02262,7.64,15.44,28.74,63.53,2.57,0.231,0.212,0.5,-11.38,-22.05,-10.66,0.782,0.689,-0.077,-0.147,0.199,39.16,1.0,train
APDA-V2-NEG-0064,Spatial Negative Buffer Control,25.41028,91.69252,0,600.1,0.68,92.5,-0.00377,0.00265,9.42,0.22,7.34,20.8,0.04,0.325,0.299,0.687,-10.86,-21.84,-10.99,0.694,0.815,-0.23,-0.17,0.229,8.82,2.0,train
APDA-V2-NEG-0002,Spatial Negative Buffer Control,25.57129,91.43697,0,1467.2,1.82,257.5,0.00536,-0.00471,7.91,1.71,23.35,55.53,0.28,0.079,0.073,0.175,-14.03,-19.67,-5.64,0.576,0.55,0.05,-0.2,0.282,34.14,1.0,train
APDA-V2-POS-0035,NASA COOLR (Verified Event),27.18904,88.35612,1,3684.1,37.54,147.7,-0.05649,-0.00072,6.33,50.33,254.9,505.54,9.72,0.43,0.398,0.778,-8.34,-15.09,-6.75,0.08,0.125,0.598,0.472,0.827,410.3,5.0,train
APDA-V2-POS-0605,NASA COOLR (Verified Event),27.09831,93.61518,1,1749.3,39.12,210.5,-0.03607,0.01757,5.46,57.68,259.43,338.52,15.13,0.37,0.337,0.68,-10.19,-12.11,-1.92,0.361,0.477,0.65,0.429,0.688,275.07,5.0,train
APDA-V2-POS-0131,NASA COOLR (Verified Event),25.60316,90.59005,1,1201.4,47.57,199.4,-0.03049,0.04212,5.77,56.89,167.11,373.79,12.37,0.379,0.335,0.737,-12.73,-18.93,-6.2,0.08,0.381,0.65,0.284,0.922,346.32,5.0,train
APDA-V2-NEG-0071,Spatial Negative Buffer Control,25.4219,93.3573,0,1432.2,10.29,182.5,0.0078,-0.00957,6.45,8.46,13.19,18.65,1.41,0.218,0.2,0.454,-12.56,-21.43,-8.87,0.45,0.87,-0.064,-0.136,0.395,10.11,2.0,train
APDA-V2-NEG-0325,Spatial Negative Buffer Control,26.44984,91.34154,0,1192.6,3.56,276.1,0.00605,0.00207,7.27,11.54,13.27,40.08,1.92,0.2,0.184,0.412,-14.69,-23.34,-8.65,0.793,0.88,0.053,-0.165,0.245,16.85,2.0,train
APDA-V2-POS-0486,NASA COOLR (Verified Event),25.75786,91.90595,1,1656.5,30.37,207.0,0.03977,0.06664,5.13,66.43,212.27,301.84,15.95,0.403,0.373,0.766,-9.08,-16.59,-7.5,0.27,0.48,0.633,0.493,0.62,238.25,5.0,train
APDA-V2-NEG-0867,Spatial Negative Buffer Control,25.69092,92.2965,0,1596.7,1.16,166.7,0.02772,0.00589,8.31,2.68,22.26,25.88,0.45,0.138,0.127,0.282,-14.49,-26.22,-11.73,0.777,0.605,-0.134,-0.071,0.445,15.71,3.0,train
APDA-V2-POS-0338,NASA COOLR (Verified Event),25.30372,91.71072,1,1184.2,35.16,285.2,-0.12388,0.02126,5.76,37.85,214.25,398.83,7.95,0.343,0.312,0.68,-10.1,-19.86,-9.76,0.141,0.243,0.631,0.506,0.943,300.11,4.0,train
APDA-V2-POS-0384,NASA COOLR (Verified Event),25.57037,91.8832,1,977.2,24.76,209.3,-0.04172,0.06169,6.66,209.44,309.91,494.17,30.42,0.34,0.31,0.68,-9.91,-11.89,-1.98,0.152,0.48,0.65,0.58,0.794,411.2,5.0,train
APDA-V2-NEG-0051,Spatial Negative Buffer Control,24.47472,92.98541,0,1145.2,4.55,221.6,0.00758,-0.00143,7.12,0.83,18.14,46.39,0.14,0.113,0.104,0.26,-16.9,-18.87,-1.97,0.861,0.88,-0.1,0.011,0.124,26.69,2.0,train
APDA-V2-POS-0774,NASA COOLR (Verified Event),24.78493,93.67718,1,1334.8,38.75,231.0,-0.08069,0.02277,6.15,90.36,179.81,345.73,12.57,0.48,0.445,0.905,-10.23,-12.01,-1.78,0.101,0.231,0.621,0.58,0.62,311.79,5.0,train
APDA-V2-NEG-0590,Spatial Negative Buffer Control,25.13727,91.29006,0,1335.4,13.48,77.7,-0.0095,0.00983,6.28,3.84,26.16,34.62,0.64,0.228,0.21,0.521,-13.97,-20.61,-6.64,0.658,0.609,-0.087,-0.149,0.234,16.96,1.0,train
APDA-V2-POS-0106,NASA COOLR (Verified Event),25.53421,91.86818,1,804.5,31.52,158.4,-0.10919,0.00548,6.42,48.92,150.22,240.76,12.24,0.471,0.429,0.898,-13.73,-15.33,-1.59,0.116,0.48,0.305,0.462,0.76,218.31,5.0,train
APDA-V2-NEG-0763,Spatial Negative Buffer Control,24.82053,92.84171,0,917.6,9.83,2.9,-0.01522,0.00134,6.01,1.32,20.25,34.39,0.22,0.057,0.052,0.129,-12.6,-24.03,-11.43,0.534,0.638,-0.129,0.05,0.284,14.54,1.0,train
APDA-V2-POS-0198,NASA COOLR (Verified Event),24.83876,92.80064,1,1226.9,43.28,354.4,-0.09171,0.06872,5.09,116.38,199.14,291.67,17.96,0.353,0.314,0.68,-14.71,-14.14,0.56,0.08,0.48,0.648,0.495,0.873,229.55,4.0,train
APDA-V2-NEG-0486,Spatial Negative Buffer Control,25.53543,91.77924,0,1154.0,2.74,296.4,0.01124,0.01309,7.68,7.53,31.74,47.57,1.26,0.233,0.214,0.521,-16.12,-19.33,-3.21,0.699,0.55,0.031,-0.111,0.278,20.05,1.0,train
APDA-V2-POS-0797,NASA COOLR (Verified Event),25.67864,94.10787,1,1002.0,29.49,137.5,0.00466,0.0548,6.56,54.81,112.58,295.32,12.96,0.389,0.357,0.712,-8.34,-18.32,-9.97,0.337,0.48,0.568,0.58,0.743,248.43,5.0,train
APDA-V2-POS-0684,NASA COOLR (Verified Event),27.69694,88.58264,1,3241.4,32.83,185.3,-0.04128,0.02358,5.49,93.31,278.78,463.24,20.0,0.482,0.443,0.916,-5.56,-17.47,-11.92,0.307,0.178,0.256,0.569,0.852,389.36,4.0,train
APDA-V2-NEG-0479,Spatial Negative Buffer Control,26.73845,93.4722,0,823.5,3.52,152.3,-0.00411,-0.01329,6.82,10.99,22.58,48.62,1.83,0.09,0.082,0.198,-12.24,-22.38,-10.15,0.884,0.76,-0.213,-0.082,0.48,21.71,1.0,train
APDA-V2-NEG-0576,Spatial Negative Buffer Control,25.11297,92.41543,0,1658.8,4.74,344.6,-0.00879,0.0106,7.17,8.06,31.42,49.86,1.34,0.121,0.112,0.256,-10.45,-23.84,-13.39,0.767,0.74,0.038,-0.16,0.284,29.64,1.0,train
APDA-V2-NEG-0754,Spatial Negative Buffer Control,23.34196,92.47075,0,710.2,6.48,280.3,-0.00173,-0.0104,5.86,5.28,23.61,27.74,0.88,0.192,0.177,0.417,-14.72,-19.21,-4.48,0.713,0.55,-0.08,-0.089,0.363,17.15,1.0,train
APDA-V2-POS-0415,NASA COOLR (Verified Event),27.58926,91.86579,1,2278.7,40.33,195.8,-0.02993,0.00875,5.65,109.38,165.04,422.75,17.06,0.453,0.41,0.864,-6.95,-11.28,-4.33,0.132,0.412,0.65,0.58,0.62,318.15,5.0,train
APDA-V2-POS-0294,NASA COOLR (Verified Event),27.03852,88.26326,1,2155.3,20.37,229.6,-0.03614,0.0457,6.82,94.27,185.27,343.67,18.7,0.389,0.342,0.739,-9.52,-16.46,-6.94,0.227,0.48,0.65,0.358,0.853,270.69,5.0,train
APDA-V2-POS-0353,NASA COOLR (Verified Event),27.09532,93.61746,1,2591.6,34.6,225.0,-0.06238,0.04485,6.31,87.32,258.11,353.81,17.94,0.518,0.479,0.953,-6.51,-15.56,-9.05,0.283,0.364,0.605,0.523,0.644,276.63,4.0,train
APDA-V2-NEG-0578,Spatial Negative Buffer Control,25.85571,93.00563,0,1300.0,2.44,93.3,-0.00556,0.00018,8.16,3.65,27.02,65.47,0.61,0.101,0.093,0.232,-19.13,-17.85,1.28,0.795,0.88,-0.095,-0.187,0.24,35.0,1.0,train
APDA-V2-NEG-0332,Spatial Negative Buffer Control,27.4879,93.24231,0,2011.6,7.85,55.1,-0.00032,-0.00686,6.6,2.32,19.89,56.19,0.39,0.153,0.141,0.306,-13.7,-19.4,-5.7,0.672,0.836,0.01,-0.111,0.089,23.6,1.0,train
APDA-V2-POS-0318,NASA COOLR (Verified Event),25.75331,91.90914,1,768.5,31.86,199.7,-0.04138,0.02175,6.58,40.73,113.88,277.46,11.78,0.473,0.435,0.892,-11.88,-11.62,0.26,0.42,0.198,0.65,0.534,0.807,262.25,4.0,train
APDA-V2-POS-0701,NASA COOLR (Verified Event),25.06875,93.15929,1,1773.1,33.58,171.5,-0.03424,0.04645,5.08,80.06,246.2,424.34,21.91,0.418,0.372,0.808,-10.12,-17.1,-6.97,0.263,0.318,0.65,0.295,0.626,373.32,4.0,train
APDA-V2-POS-0442,NASA COOLR (Verified Event),25.53905,91.86537,1,1111.2,32.04,323.0,-0.0335,0.05889,5.17,39.45,174.19,400.58,8.52,0.4,0.362,0.821,-5.86,-18.23,-12.37,0.133,0.368,0.481,0.39,0.908,301.39,5.0,train
APDA-V2-POS-0527,NASA COOLR (Verified Event),25.31072,91.71392,1,1710.8,33.06,212.5,-0.06974,0.04107,5.16,151.6,233.24,435.96,28.2,0.412,0.381,0.823,-10.87,-16.11,-5.24,0.204,0.48,0.545,0.533,0.844,349.28,5.0,train
APDA-V2-POS-0484,NASA COOLR (Verified Event),25.53676,91.86254,1,1368.5,23.8,157.0,0.01638,0.04221,5.33,54.09,125.08,208.14,17.16,0.374,0.332,0.68,-6.36,-16.14,-9.78,0.247,0.48,0.588,0.58,0.865,171.37,4.0,train
APDA-V2-NEG-0054,Spatial Negative Buffer Control,28.08334,88.92258,0,2344.7,7.35,148.9,-0.00398,0.02408,6.9,8.43,10.39,21.62,1.4,0.274,0.253,0.62,-9.42,-17.92,-8.5,0.782,0.675,0.023,-0.011,0.114,10.47,2.0,train
APDA-V2-NEG-0278,Spatial Negative Buffer Control,25.23649,90.18029,0,1888.3,2.67,277.8,-0.01594,-0.00419,7.84,2.98,22.87,45.6,0.5,0.159,0.146,0.34,-18.06,-20.85,-2.79,0.699,0.88,0.005,-0.159,0.439,21.67,1.0,train
APDA-V2-NEG-0579,Spatial Negative Buffer Control,28.01578,88.22569,0,1754.7,16.0,54.0,-0.00352,-0.00964,5.18,17.31,36.81,58.63,2.88,0.307,0.282,0.651,-11.97,-21.03,-9.05,0.92,0.55,-0.008,0.012,0.215,26.68,2.0,train
APDA-V2-POS-0306,NASA COOLR (Verified Event),27.68529,88.58156,1,3384.8,45.98,218.2,-0.02356,0.00726,4.41,79.07,185.22,397.73,19.14,0.396,0.349,0.756,-9.35,-11.68,-2.33,0.093,0.469,0.633,0.548,0.866,321.73,4.0,train
APDA-V2-POS-0360,NASA COOLR (Verified Event),25.75545,91.90042,1,1175.6,35.24,138.6,-0.0436,0.0521,6.38,48.64,134.16,264.32,12.71,0.422,0.373,0.759,-10.79,-18.33,-7.54,0.296,0.238,0.65,0.18,0.62,221.12,5.0,train
APDA-V2-POS-0543,NASA COOLR (Verified Event),24.7849,93.67805,1,679.8,28.81,62.0,-0.01697,0.01063,5.9,114.4,289.14,578.42,19.44,0.353,0.325,0.68,-11.46,-16.07,-4.61,0.42,0.126,0.253,0.523,0.786,532.46,4.0,train
APDA-V2-NEG-0197,Spatial Negative Buffer Control,25.41329,93.33204,0,1844.7,1.67,199.5,-0.00574,0.01813,8.47,0.68,21.04,31.43,0.11,0.213,0.196,0.466,-12.49,-21.44,-8.95,0.92,0.789,0.094,-0.141,0.245,19.9,1.0,train
APDA-V2-NEG-0643,Spatial Negative Buffer Control,27.12234,88.80101,0,2373.0,5.08,265.0,0.00869,-0.00397,6.66,6.73,23.32,30.7,1.12,0.132,0.121,0.309,-10.69,-17.48,-6.79,0.826,0.706,-0.199,0.002,0.374,19.76,1.0,train
APDA-V2-NEG-0147,Spatial Negative Buffer Control,27.37817,88.06891,0,2118.0,2.42,251.5,0.01367,-0.01226,8.03,5.3,6.88,13.54,0.88,0.177,0.163,0.377,-16.51,-22.53,-6.02,0.656,0.88,-0.167,-0.026,0.205,7.46,3.0,train
APDA-V2-NEG-0290,Spatial Negative Buffer Control,27.34479,94.05114,0,2042.9,8.27,169.4,0.0025,-0.00011,6.45,14.21,38.58,44.08,2.37,0.164,0.151,0.379,-16.37,-23.47,-7.1,0.779,0.767,0.009,-0.078,0.086,27.1,2.0,train
APDA-V2-NEG-0717,Spatial Negative Buffer Control,26.04709,92.13525,0,1897.3,3.13,196.6,-0.00214,0.00606,7.52,1.65,11.78,22.99,0.27,0.202,0.186,0.442,-17.83,-23.04,-5.21,0.772,0.858,-0.222,-0.043,0.161,12.72,2.0,train
APDA-V2-POS-0120,NASA COOLR (Verified Event),27.35333,92.41267,1,1721.9,28.6,222.7,-0.0143,0.05241,6.4,60.34,123.05,258.05,15.85,0.432,0.391,0.835,-11.47,-15.96,-4.49,0.397,0.48,0.376,0.58,0.922,207.13,5.0,train
APDA-V2-NEG-0858,Spatial Negative Buffer Control,24.4057,93.53925,0,1178.4,2.91,84.7,0.00909,0.01001,7.98,22.58,33.94,55.9,3.76,0.127,0.117,0.295,-12.61,-20.66,-8.05,0.576,0.55,-0.137,0.017,0.219,30.87,1.0,train
APDA-V2-NEG-0671,Spatial Negative Buffer Control,25.2611,93.70602,0,1317.6,4.59,304.0,0.00142,-0.00936,6.29,28.0,31.72,35.42,4.67,0.065,0.06,0.148,-12.36,-18.58,-6.22,0.849,0.873,-0.115,0.005,0.48,19.8,2.0,train
APDA-V2-POS-0651,NASA COOLR (Verified Event),27.03095,88.25343,1,2765.6,43.21,150.8,-0.11286,0.02665,5.28,35.63,224.57,470.53,8.2,0.493,0.443,0.908,-13.42,-18.9,-5.49,0.272,0.248,0.63,0.58,0.742,433.76,5.0,train
APDA-V2-POS-0367,NASA COOLR (Verified Event),26.16815,91.76272,1,601.4,43.38,239.2,-0.07485,0.04731,5.97,98.06,191.26,360.23,17.57,0.388,0.345,0.766,-11.05,-16.54,-5.49,0.241,0.19,0.623,0.58,0.62,284.94,4.0,train
APDA-V2-NEG-0543,Spatial Negative Buffer Control,25.07271,93.84761,0,1076.3,1.27,139.9,-0.00368,-0.01451,8.03,3.77,10.84,38.67,0.63,0.284,0.262,0.588,-15.89,-17.79,-1.89,0.704,0.73,-0.065,-0.107,0.296,22.91,3.0,train
APDA-V2-POS-0579,NASA COOLR (Verified Event),27.69449,88.58694,1,2040.8,35.18,143.4,-0.05186,0.03707,4.93,58.36,248.16,400.53,10.96,0.408,0.369,0.828,-8.5,-16.61,-8.1,0.134,0.385,0.471,0.58,0.759,353.9,5.0,train
APDA-V2-POS-0542,NASA COOLR (Verified Event),27.09595,93.61126,1,1492.2,37.19,194.6,-0.01514,-0.00502,6.29,113.51,241.67,354.67,15.06,0.518,0.478,0.941,-9.63,-11.58,-1.95,0.42,0.464,0.641,0.58,0.828,275.18,5.0,train
APDA-V2-NEG-0654,Spatial Negative Buffer Control,25.92801,92.09732,0,1704.1,0.05,173.2,0.00772,0.01294,9.34,1.5,1.6,18.98,0.25,0.096,0.088,0.213,-11.72,-22.98,-11.26,0.45,0.765,-0.048,-0.141,0.309,11.2,1.0,train
APDA-V2-NEG-0667,Spatial Negative Buffer Control,28.01597,92.23918,0,1605.6,4.17,240.1,0.00471,-0.00156,6.91,3.89,26.9,43.99,0.65,0.142,0.13,0.296,-15.06,-17.59,-2.53,0.815,0.768,-0.111,-0.15,0.246,20.73,1.0,train
APDA-V2-POS-0244,NASA COOLR (Verified Event),27.33602,88.61376,1,3548.3,34.44,231.6,-0.05707,-0.01636,6.36,52.87,163.97,355.0,13.21,0.36,0.313,0.706,-8.78,-12.03,-3.25,0.209,0.311,0.436,0.308,0.892,302.4,4.0,train
APDA-V2-NEG-0110,Spatial Negative Buffer Control,25.88642,90.21325,0,1889.9,3.8,110.9,0.00012,0.02329,7.49,4.95,13.7,47.85,0.82,0.203,0.187,0.469,-18.14,-17.5,0.64,0.906,0.88,-0.203,0.023,0.375,23.53,2.0,train
APDA-V2-NEG-0043,Spatial Negative Buffer Control,25.17586,91.70543,0,801.5,0.72,151.8,-0.00655,0.00672,9.35,9.62,34.06,41.51,1.6,0.253,0.233,0.52,-15.94,-20.75,-4.81,0.859,0.877,0.01,0.031,0.312,20.02,2.0,train
APDA-V2-POS-0342,NASA COOLR (Verified Event),25.56695,91.87793,1,1578.5,32.85,287.7,-0.01078,0.04582,6.04,54.4,169.28,446.46,14.13,0.349,0.308,0.68,-8.28,-15.61,-7.33,0.134,0.259,0.65,0.393,0.916,383.43,5.0,train
APDA-V2-POS-0104,NASA COOLR (Verified Event),25.6704,94.11222,1,822.4,42.22,166.8,-0.04826,0.03808,6.18,206.79,350.45,624.6,30.96,0.422,0.376,0.742,-10.45,-17.07,-6.62,0.146,0.48,0.65,0.58,0.872,496.21,5.0,train
APDA-V2-NEG-0758,Spatial Negative Buffer Control,25.1238,91.57839,0,1407.7,0.33,13.3,0.01068,0.01572,9.37,9.48,26.73,55.33,1.58,0.1,0.092,0.228,-13.54,-20.04,-6.5,0.785,0.638,-0.043,-0.192,0.23,31.01,1.0,train
APDA-V2-POS-0101,NASA COOLR (Verified Event),27.09611,93.61215,1,3192.9,37.09,102.7,-0.0199,0.02801,6.09,62.64,140.03,234.46,12.06,0.354,0.308,0.68,-10.5,-15.78,-5.28,0.214,0.436,0.595,0.564,0.71,189.97,4.0,train
APDA-V2-NEG-0438,Spatial Negative Buffer Control,24.66392,94.10401,0,1163.2,3.53,55.9,-0.02202,0.00938,7.75,7.47,23.78,41.05,1.25,0.321,0.295,0.663,-14.0,-18.95,-4.95,0.583,0.55,0.023,-0.116,0.48,25.02,2.0,train
APDA-V2-POS-0512,NASA COOLR (Verified Event),25.07449,93.1529,1,1359.1,47.48,219.3,0.00061,0.07735,5.96,114.5,186.08,347.27,21.17,0.441,0.403,0.843,-11.13,-12.95,-1.82,0.406,0.48,0.616,0.493,0.95,315.08,4.0,train
APDA-V2-NEG-0346,Spatial Negative Buffer Control,26.01879,92.01021,0,1619.0,0.66,153.0,-0.01816,0.00397,7.47,2.75,6.9,28.28,0.46,0.139,0.128,0.313,-11.39,-23.32,-11.93,0.45,0.88,-0.081,-0.044,0.401,11.95,2.0,train
APDA-V2-POS-0428,NASA COOLR (Verified Event),25.07319,93.15517,1,1090.2,32.97,226.1,-0.04424,0.02872,6.15,38.96,151.57,379.02,7.27,0.357,0.329,0.696,-8.6,-13.99,-5.39,0.08,0.175,0.65,0.267,0.767,285.33,4.0,train
APDA-V2-NEG-0649,Spatial Negative Buffer Control,24.17474,92.45314,0,1376.8,4.38,312.3,-0.01241,-0.00694,5.9,2.42,23.62,55.6,0.4,0.167,0.153,0.367,-13.16,-22.95,-9.8,0.711,0.88,0.117,0.068,0.12,23.38,2.0,train
APDA-V2-NEG-0227,Spatial Negative Buffer Control,27.41069,93.17624,0,3387.6,5.46,108.8,0.00829,0.00788,7.3,8.57,28.75,42.79,1.43,0.065,0.06,0.155,-13.64,-22.21,-8.57,0.851,0.793,0.029,-0.139,0.149,21.28,1.0,train
APDA-V2-NEG-0854,Spatial Negative Buffer Control,26.8327,88.09077,0,1677.2,0.12,205.0,0.01172,0.01445,9.7,1.68,16.87,25.57,0.28,0.217,0.2,0.515,-13.41,-18.96,-5.55,0.811,0.779,-0.017,-0.194,0.151,16.41,1.0,train
APDA-V2-NEG-0450,Spatial Negative Buffer Control,24.49053,92.94309,0,285.5,1.34,278.0,-0.01074,0.00244,8.46,2.82,7.83,35.27,0.47,0.205,0.189,0.441,-14.43,-19.19,-4.75,0.783,0.755,-0.038,0.067,0.252,17.6,3.0,train
APDA-V2-NEG-0382,Spatial Negative Buffer Control,25.20293,91.8581,0,822.5,7.5,92.9,0.0052,0.01159,6.69,1.3,21.0,37.77,0.22,0.152,0.14,0.335,-13.7,-20.39,-6.7,0.715,0.55,-0.08,-0.099,0.228,19.19,1.0,train
APDA-V2-POS-0607,NASA COOLR (Verified Event),23.72655,92.71337,1,776.2,27.5,173.3,-0.06192,0.02939,6.29,142.57,350.38,525.43,23.28,0.458,0.409,0.921,-8.96,-16.88,-7.91,0.42,0.48,0.451,0.58,0.776,399.36,4.0,train
APDA-V2-POS-0594,NASA COOLR (Verified Event),25.56283,91.8814,1,1695.8,39.08,161.4,-0.07258,0.00625,5.39,48.23,193.55,361.18,10.91,0.425,0.38,0.85,-12.04,-18.33,-6.29,0.23,0.303,0.645,0.58,0.902,297.35,4.0,train
APDA-V2-NEG-0435,Spatial Negative Buffer Control,27.70058,91.99782,0,1545.4,4.27,66.1,0.00867,0.00554,7.59,0.63,20.81,44.55,0.1,0.203,0.187,0.469,-14.95,-16.46,-1.51,0.752,0.799,-0.079,0.0,0.203,26.22,1.0,train
APDA-V2-POS-0453,NASA COOLR (Verified Event),27.70051,88.58615,1,2530.9,35.62,201.2,-0.05629,0.0404,4.77,91.76,141.49,196.41,14.24,0.481,0.442,0.868,-9.38,-19.4,-10.02,0.08,0.48,0.65,0.58,0.62,147.99,5.0,train
APDA-V2-NEG-0573,Spatial Negative Buffer Control,25.35635,91.52815,0,1799.2,3.99,107.3,-0.00321,0.00738,7.41,23.51,34.85,42.28,3.92,0.09,0.083,0.187,-13.87,-18.77,-4.91,0.903,0.596,0.009,-0.18,0.057,24.9,1.0,train
APDA-V2-POS-0682,NASA COOLR (Verified Event),26.17228,91.75915,1,614.8,29.26,186.2,-0.04558,0.03445,6.5,77.26,203.71,267.49,14.97,0.438,0.393,0.795,-8.02,-14.45,-6.43,0.218,0.48,0.63,0.58,0.804,251.9,5.0,train
APDA-V2-POS-0425,NASA COOLR (Verified Event),25.59456,90.57703,1,962.5,24.71,148.2,-0.07914,0.04285,6.44,71.41,173.48,350.64,18.6,0.453,0.407,0.877,-9.25,-16.49,-7.24,0.148,0.417,0.553,0.439,0.881,298.23,5.0,train
APDA-V2-NEG-0583,Spatial Negative Buffer Control,27.16908,91.4615,0,2902.9,2.93,29.8,0.00095,0.01057,7.76,2.63,20.24,24.35,0.44,0.105,0.096,0.212,-12.46,-23.51,-11.05,0.898,0.88,-0.129,-0.166,0.124,14.16,2.0,train
APDA-V2-POS-0256,NASA COOLR (Verified Event),25.43561,92.19667,1,1947.1,39.79,153.1,-0.02413,0.02475,4.79,49.16,254.17,535.53,12.29,0.445,0.405,0.881,-10.59,-14.81,-4.22,0.363,0.48,0.65,0.58,0.957,419.18,5.0,train
APDA-V2-NEG-0663,Spatial Negative Buffer Control,27.33985,88.19535,0,2667.5,4.33,118.2,-0.00694,-0.00259,6.54,14.34,21.68,39.15,2.39,0.035,0.032,0.077,-12.12,-21.76,-9.64,0.696,0.637,-0.044,-0.2,0.398,23.58,1.0,train
APDA-V2-POS-0896,NASA COOLR (Verified Event),27.18282,88.36305,1,3404.5,31.18,235.0,-0.02793,-0.02326,5.32,35.0,121.29,186.8,10.37,0.486,0.436,0.925,-10.08,-13.5,-3.42,0.337,0.171,0.622,0.541,0.79,163.44,5.0,train
APDA-V2-POS-0673,NASA COOLR (Verified Event),25.53397,91.86797,1,1800.4,40.55,161.7,-0.01244,-0.00685,6.05,35.0,118.02,343.67,9.48,0.384,0.345,0.761,-8.82,-13.48,-4.66,0.42,0.396,0.531,0.58,0.755,275.47,5.0,train
APDA-V2-POS-0218,NASA COOLR (Verified Event),25.07113,93.15332,1,1161.8,40.24,190.1,-0.07528,0.02769,5.91,120.05,209.31,367.61,22.66,0.468,0.419,0.9,-9.28,-19.82,-10.54,0.398,0.48,0.65,0.58,0.837,307.75,5.0,train
APDA-V2-NEG-0648,Spatial Negative Buffer Control,25.01745,93.87764,0,804.2,13.65,285.2,-0.00717,0.00342,6.25,7.98,20.02,28.64,1.33,0.159,0.146,0.365,-17.25,-19.4,-2.15,0.671,0.666,-0.241,-0.054,0.435,16.81,1.0,train
APDA-V2-POS-0299,NASA COOLR (Verified Event),25.59822,90.5862,1,793.8,32.84,200.5,-0.08657,0.02807,6.3,139.0,255.05,393.32,20.08,0.436,0.391,0.873,-10.97,-15.58,-4.61,0.311,0.282,0.635,0.467,0.922,345.27,5.0,train
APDA-V2-POS-0208,NASA COOLR (Verified Event),23.7269,92.72082,1,751.9,24.65,177.0,-0.00122,0.07012,6.22,42.1,88.36,285.01,9.61,0.489,0.436,0.891,-7.29,-16.82,-9.53,0.42,0.48,0.469,0.505,0.944,261.62,4.0,train
